,suburb,propert_desc,address,price,property_details,property_features,image
360,"Fourways, Sunninghill and Lonehill",1 Bed Apartment in Fourways,"21 Cedar Lofts, 38 Willow Avenue",R 880 000,"['Listing number\nT4733942', 'Property type\nApartment', 'Floor size\n85 m²', 'Rates and taxes\nR 878', 'Levies\nR 2 693']","['Bedrooms\n1', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/28/32/10564028/images/property-10564028-15039848_sd.jpg
361,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Douglasdale,"94 Douglas Gate, 70 Niven Avenue",R 880 000,"['Listing number\nT4692746', 'Property type\nApartment', 'Floor size\n65 m²', 'Rates and taxes\nR 457', 'Levies\nR 1 510']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/1008/46/10493008/images/property-10493008-27287734_dhd.jpg
362,"Fourways, Sunninghill and Lonehill",3 Bed House in Fourways,51 Gum Grass Crescent,R 880 000,"['Listing number\nT4667696', 'Property type\nHouse', 'Erf size\n163 m²', 'Floor size\n70 m²', 'Rates and taxes\nR 560']","['Bedrooms\n3', 'Bathrooms\n1.5', 'Lounges\n1', 'Dining Areas\n1', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1628/25/10451628/images/property-10451628-42374136_sd.jpg
363,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Douglasdale,"87 Savannah Sands, 4 Galloway Ave",R 880 000,"['Listing number\nT4537300', 'Property type\nApartment', 'Floor size\n101 m²', 'Rates and taxes\nR 868', 'Levies\nR 2 509']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/189/19/10238189/images/property-10238189-90691346_sd.jpg
364,"Fourways, Sunninghill and Lonehill",2 Bed Duplex in Jukskei Park,"354 Riverglades Estate, 67 Juweel St",R 890 000,"['Listing number\nZ48806', 'Property type\nDuplex', 'Floor size\n103 m²', 'Rates and taxes\nR 822', 'Levies\nR 3 500']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n2', 'Covered Parkings\n1', 'Storeys\n2']",https://helium.privateproperty.co.za/live-za-images/property/1537/43/10587537/images/property-10587537-32610707_dhd.jpg
365,"Fourways, Sunninghill and Lonehill",1 Bed Apartment in Fourways,"102 Augusta, 22, 2205 Macbeth Avenue",R 890 000,"['Listing number\nT4247093', 'Property type\nApartment', 'Floor size\n51 m²', 'Rates and taxes\nR 750', 'Levies\nR 2 200']","['Bedrooms\n1', 'Bathrooms\n1', 'Lounges\n1', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1281/13/9727281/images/property-9727281-92034324_dhd.jpg
366,"Fourways, Sunninghill and Lonehill",3 Bed House in Riverside View,Ext 35 Riverside View,R 895 000,"['Listing number\nZ48826', 'Property type\nHouse', 'Erf size\n180 m²', 'Rates and taxes\nR 350']","['Bedrooms\n3', 'Bathrooms\n1', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/1624/1/10603624/images/property-10603624-4614620_dhd.jpg
367,"Fourways, Sunninghill and Lonehill",1 Bed Apartment in Fourways,"1 Palm View Estate-Nb, 11 Richard Road",R 895 000,"['Listing number\nT4736272', 'Property type\nApartment', 'Floor size\n68.5 m²', 'Rates and taxes\nR 750', 'Levies\nR 825']","['Bedrooms\n1', 'Bathrooms\n1', 'En-suite\n1', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n1', 'Storeys\n1']",https://helium.privateproperty.co.za/live-za-images/property/68/34/10568068/images/property-10568068-14685045_sd.jpg
368,"Fourways, Sunninghill and Lonehill",3 Bed Apartment in Paulshof,"1256 Stonebrook, 49 Achter Road",R 895 000,"['Listing number\nT4725883', 'Property type\nApartment', 'Floor size\n100 m²', 'Rates and taxes\nR 858', 'Levies\nR 2 848']","['Bedrooms\n3', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/611/25/10550611/images/property-10550611-80703158_sd.jpg
369,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Douglasdale,"927/2006 Ss Kwela Close, 60 Niven Avenue",R 895 000,"['Listing number\nT4617969', 'Property type\nApartment', 'Erf size\n116 m²', 'Floor size\n116 m²', 'Rates and taxes\nR 750', 'Levies\nR 1 500']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n1', 'Dining Areas\n1', 'Open Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/1428/33/10367428/images/property-10367428-82784039_dhd.jpg
370,"Fourways, Sunninghill and Lonehill",Studio Apartment in Douglasdale,"602 Douglasdale Retirement Village, 28 Galloway",R 895 000,"['Listing number\nT4603402', 'Property type\nApartment', 'Floor size\n44 m²', 'Rates and taxes\nR 500', 'Levies\nR 2 600']","['Bedrooms\n0.5', 'Bathrooms\n1', 'Lounges\n0.5']",https://helium.privateproperty.co.za/live-za-images/property/336/22/10344336/images/property-10344336-12933179_dhd.jpg
371,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Fourways,6 Stoneridge Drive,R 899 000,"['Listing number\nT4764900', 'Property type\nApartment', 'Erf size\n78 m²', 'Floor size\n78 m²', 'Rates and taxes\nR 445', 'Levies\nR 1 579']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1318/8/10617318/images/property-10617318-84577277_sd.jpg
372,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Sunninghill,"33 Tudor Rose, 1001 Tana Road",R 899 000,"['Listing number\nT4754380', 'Property type\nApartment', 'Floor size\n98 m²', 'Rates and taxes\nR 782', 'Levies\nR 2 250']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n2']",https://helium.privateproperty.co.za/live-za-images/property/1606/49/10599606/images/property-10599606-57168505_sd.jpg
373,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Lonehill,"2 Avignon, 1001 Sunset Boulevard",R 899 000,"['Listing number\nT4749819', 'Property type\nApartment', 'Erf size\n109 m²', 'Floor size\n109 m²', 'Rates and taxes\nR 750', 'Levies\nR 3 888']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/1865/45/10591865/images/property-10591865-97252919_dhd.jpg
374,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Beverley,"450 Soho Lofts, 3340 The William",R 899 000,"['Listing number\nT4654333', 'Property type\nApartment', 'Floor size\n61 m²', 'Rates and taxes\nR 648', 'Levies\nR 2 336']","['Bedrooms\n2', 'Bathrooms\n1', 'Open Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/829/14/10428829/images/property-10428829-92317736_dhd.jpg
375,"Fourways, Sunninghill and Lonehill",1 Bed Apartment in Broadacres,27 Richard Road,R 899 000,"['Listing number\nT4534812', 'Property type\nApartment', 'Floor size\n66 m²', 'Rates and taxes\nR 753', 'Levies\nR 1 300']","['Bedrooms\n1', 'Bathrooms\n1', 'Lounges\n1', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/377/17/10234377/images/property-10234377-2378048_sd.jpg
376,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Sunninghill,"1002 Umoya, 5 Kikuyu Road",R 899 000,"['Listing number\nT4532697', 'Property type\nApartment', 'Floor size\n75 m²', 'Rates and taxes\nR 700', 'Levies\nR 1 900']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/971/15/10230971/images/property-10230971-72125917_dhd.jpg
377,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Dainfern,"313 The Paddocks, 3437 William Nicol",R 899 000,"['Listing number\nT4430970', 'Property type\nApartment', 'Erf size\n1 422 m²', 'Floor size\n57 m²', 'Rates and taxes\nR 585', 'Levies\nR 1 850']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Garages\n1', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/297/31/10062297/images/property-10062297-11882216_dhd.jpg
378,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Dainfern,"189 The Paddocks, 3437 William Nicol",R 899 000,"['Listing number\nT4408541', 'Property type\nApartment', 'Erf size\n1 422 m²', 'Floor size\n66 m²', 'Rates and taxes\nR 750', 'Levies\nR 2 035']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/572/12/10024572/images/property-10024572-67979022_dhd.jpg
379,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Sunninghill,"100 Savuti Sands, 51 Naivasha Road",R 899 000,"['Listing number\nT4209698', 'Property type\nApartment', 'Erf size\n108 m²', 'Floor size\n108 m²', 'Rates and taxes\nR 856', 'Levies\nR 3 500']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n1']",https://helium.privateproperty.co.za/live-za-images/property/494/27/9654494/images/property-9654494-23626673_dhd.jpg
380,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Lonehill,"1309 The Straight, 1 Pine Slopes",R 899 999,"['Listing number\nT4602784', 'Property type\nApartment', 'Floor size\n70 m²', 'Rates and taxes\nR 396', 'Levies\nR 1 676']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n1']",https://helium.privateproperty.co.za/live-za-images/property/1401/21/10343401/images/property-10343401-79867612_dhd.jpg
381,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Douglasdale,"170 Ss Chobe Sands, 1 Alexander Avenue",R 899 999,"['Listing number\nT4508134', 'Property type\nApartment', 'Erf size\n1.1 ha', 'Floor size\n111 m²', 'Rates and taxes\nR 520', 'Levies\nR 3 165']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/329/46/10192329/images/property-10192329-69205439_dhd.jpg
382,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Sunninghill,"22 Via Firenza, 15 Ardlin",R 900 000,"['Listing number\nT4758987', 'Property type\nApartment', 'Erf size\n77 m²', 'Floor size\n77 m²', 'Rates and taxes\nR 879', 'Levies\nR 1 590']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1482/3/10607482/images/property-10607482-29040305_dhd.jpg
383,"Fourways, Sunninghill and Lonehill",1 Bed Apartment in Lonehill,34 Lewis Avenue,R 900 000,"['Listing number\nT4758335', 'Property type\nApartment', 'Erf size\n50 m²', 'Floor size\n50 m²', 'Rates and taxes\nR 1 000', 'Levies\nR 1 200']","['Bedrooms\n1', 'Bathrooms\n1', 'Lounges\n1', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/397/3/10606397/images/property-10606397-88889807_sd.jpg
384,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Douglasdale,"74 Inyati Sands, 17 Leslie Ave",R 900 000,"['Listing number\nT4725264', 'Property type\nApartment', 'Floor size\n78 m²', 'Rates and taxes\nR 550', 'Levies\nR 2 250']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/1669/24/10549669/images/property-10549669-42351798_dhd.jpg
385,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Lonehill,"1343 Sunset Boulevard, 3 Sunset Ave",R 900 000,"['Listing number\nT4622136', 'Property type\nApartment', 'Erf size\n3.5 ha', 'Floor size\n85 m²', 'Rates and taxes\nR 973', 'Levies\nR 2 277']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1', 'Open Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/455/37/10374455/images/property-10374455-80450293_sd.jpg
386,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Broadacres,"259 Ss Soho Junction, 4 Poplar Avenue",R 900 000,"['Listing number\nT4605392', 'Property type\nApartment', 'Erf size\n258 m²', 'Floor size\n63 m²', 'Rates and taxes\nR 564', 'Levies\nR 1 168']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n1', 'Storeys\n1']",https://helium.privateproperty.co.za/live-za-images/property/1388/23/10347388/images/property-10347388-36021380_sd.jpg
387,"Fourways, Sunninghill and Lonehill",2 Bed Flat in Fourways,"Kengies Square, 43 Frederick Road",R 910 000,"['Listing number\nZ48748', 'Property type\nFlat', 'Floor size\n90 m²', 'Rates and taxes\nR 846', 'Levies\nR 1 852']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1', 'Open Parkings\n1', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/94/28/10556094/images/property-10556094-58898673_dhd.jpg
388,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Dainfern,"309 The View, 77 Broadacres Drive",R 915 000,"['Listing number\nT2850808', 'Property type\nApartment', 'Floor size\n67 m²', 'Rates and taxes\nR 570', 'Levies\nR 1 169']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1764/13/6827764/images/property-6827764-25832378_dhd.jpg
389,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Paulshof,"11904 Greenwhich, 4 Holkam Road",R 920 000,"['Listing number\nT4734443', 'Property type\nApartment', 'Erf size\n4 ha', 'Floor size\n58 m²', 'Levies\nR 1 528']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/958/32/10564958/images/property-10564958-62277975_dhd.jpg
390,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Paulshof,"115 Partridge Manor, 6 Stone Haven",R 920 000,"['Listing number\nT4667190', 'Property type\nApartment', 'Erf size\n6 322 m²', 'Floor size\n88 m²', 'Rates and taxes\nR 715', 'Levies\nR 2 742']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n1', 'Dining Areas\n1', 'Open Parkings\n1', 'Covered Parkings\n1', 'Storeys\n1']",https://helium.privateproperty.co.za/live-za-images/property/807/25/10450807/images/property-10450807-91567756_dhd.jpg
391,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Douglasdale,"Chobe Sands, Alexander Avenue",R 925 000,"['Listing number\nT4659544', 'Property type\nApartment', 'Floor size\n101 m²', 'Rates and taxes\nR 490', 'Levies\nR 2 220']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1', 'Open Parkings\n1', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1396/18/10437396/images/property-10437396-65045790_dhd.jpg
392,"Fourways, Sunninghill and Lonehill",2 Bed Townhouse in Douglasdale,"42 Crawford Manor, 57 Crawford Drive",R 925 000,"['Listing number\nT4642321', 'Property type\nTownhouse', 'Floor size\n66 m²', 'Rates and taxes\nR 771', 'Levies\nR 2 605']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n2', 'Open Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/883/4/10408883/images/property-10408883-16852567_sd.jpg
393,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Broadacres,"19 Terra Nova, 375 1st Road",R 925 000,"['Listing number\nT4521579', 'Property type\nApartment', 'Floor size\n102 m²', 'Rates and taxes\nR 600', 'Levies\nR 1 600']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n2', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/1683/6/10213683/images/property-10213683-39131278_sd.jpg
394,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Douglasdale,"205 Kalgaro, 69 Swallow Drive",R 930 000,"['Listing number\nT4670817', 'Property type\nApartment', 'Floor size\n72 m²', 'Rates and taxes\nR 545', 'Levies\nR 2 449']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1', 'Open Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/923/28/10456923/images/property-10456923-85587994_dhd.jpg
395,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Sunninghill,"58 Chianti Lifestyle Estate, 82 Leeuwkop Road",R 930 000,"['Listing number\nT4487375', 'Property type\nApartment', 'Erf size\n64 m²', 'Rates and taxes\nR 790', 'Levies\nR 2 300']","['Bedrooms\n2', 'Bathrooms\n1']",https://helium.privateproperty.co.za/live-za-images/property/1575/29/10159575/images/property-10159575-28156741_dhd.jpg
396,"Fourways, Sunninghill and Lonehill",2 Bed House in Craigavon,62 Inchanga Avenue,R 930 000,"['Listing number\nT4477994', 'Property type\nHouse', 'Floor size\n66 m²', 'Rates and taxes\nR 616', 'Levies\nR 2 091']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n1', 'Open Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/286/22/10144286/images/property-10144286-16385846_dhd.jpg
397,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Fourways,"172 Groveacres Estate, Lombardy Road, Kengies, 172 Groveacres Estate, Lombardy Road, Kengies",R 930 000,"['Listing number\nT4065388', 'Property type\nApartment', 'Floor size\n77 m²', 'Rates and taxes\nR 787', 'Levies\nR 2 042']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/820/45/9390820/images/property-9390820-90947643_sd.jpg
398,"Fourways, Sunninghill and Lonehill",2 Bed House in Jukskei Park,"354 Ss Riverglades Estate, 67 Juweel Street",R 940 000,"['Listing number\nT4429745', 'Property type\nHouse', 'Floor size\n89 m²', 'Rates and taxes\nR 468', 'Levies\nR 3 037']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/160/30/10060160/images/property-10060160-66731543_dhd.jpg
399,"Fourways, Sunninghill and Lonehill",2 Bed Townhouse in Paulshof,"713 Bryan Brook, 220 Witkoppen Road",R 945 000,"['Listing number\nT4653228', 'Property type\nTownhouse', 'Floor size\n83 m²', 'Rates and taxes\nR 814', 'Levies\nR 1 398']","['Bedrooms\n2', 'Bathrooms\n2.5', 'En-suite\n1', 'Lounges\n1', 'Dining Areas\n1', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/987/13/10426987/images/property-10426987-63634905_dhd.jpg
400,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Fourways,"124 Kalgaro, 69 Swallow Drive",R 945 000,"['Listing number\nT4615962', 'Property type\nApartment', 'Floor size\n67 m²', 'Rates and taxes\nR 739', 'Levies\nR 1 895']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/256/32/10364256/images/property-10364256-56788597_dhd.jpg
401,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Lonehill,"292 Sunset Boulevard, 8 Sunset Ave",R 945 000,"['Listing number\nT4476330', 'Property type\nApartment', 'Floor size\n67 m²', 'Rates and taxes\nR 790', 'Levies\nR 2 300']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1512/20/10141512/images/property-10141512-11071338_dhd.jpg
402,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Fourways,"2477 Cedar Acres, 101 Inchanga Road",R 949 000,"['Listing number\nT4741361', 'Property type\nApartment', 'Erf size\n690 ha', 'Floor size\n69 m²', 'Rates and taxes\nR 743', 'Levies\nR 2 270']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/1013/38/10577013/images/property-10577013-64913927_dhd.jpg
403,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Dainfern,"395 The Paddocks, 149 Clairwood St, Dainfern Square, Sandton, 2191",R 949 000,"['Listing number\nT4725325', 'Property type\nApartment', 'Floor size\n66 m²', 'Rates and taxes\nR 745', 'Levies\nR 2 277']","['Bedrooms\n2', 'Bathrooms\n2', 'Open Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/1752/24/10549752/images/property-10549752-84195691_dhd.jpg
404,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Sunninghill,"The Kanyin, 103 Leeukop",R 949 000,"['Listing number\nT4510006', 'Property type\nApartment', 'Floor size\n85 m²', 'Rates and taxes\nR 733', 'Levies\nR 1 887']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/1277/47/10195277/images/property-10195277-83812015_dhd.jpg
405,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Broadacres,"111 Soho Junction, 111 Poplar Avenue",R 950 000,"['Listing number\nT4805727', 'Property type\nApartment', 'Floor size\n64 m²', 'Rates and taxes\nR 905', 'Levies\nR 2 073']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/178/43/10686178/images/property-10686178-24600276_dhd.jpg
406,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Broadacres,"Groveacres Estates, 31 Lombardy",R 950 000,"['Listing number\nT4760402', 'Property type\nApartment', 'Floor size\n69 m²', 'Rates and taxes\nR 797', 'Levies\nR 1 694']","['Bedrooms\n2', 'Bathrooms\n1', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1873/4/10609873/images/property-10609873-75834198_dhd.jpg
407,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Fourways,"4504 Riverside Lodge, 19 Waterford Estate",R 950 000,"['Listing number\nT4755299', 'Property type\nApartment', 'Erf size\n1 417 m²', 'Floor size\n88 m²', 'Rates and taxes\nR 508', 'Levies\nR 3 026']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1232/0/10601232/images/property-10601232-62874939_dhd.jpg
408,"Fourways, Sunninghill and Lonehill",1 Bed Apartment in Craigavon,"4502 Cedar Lofts, 1724 Willow Ave",R 950 000,"['Listing number\nT4755284', 'Property type\nApartment', 'Erf size\n4.6 ha', 'Floor size\n85 m²', 'Rates and taxes\nR 684', 'Levies\nR 2 200']","['Bedrooms\n1', 'Bathrooms\n1', 'Lounges\n1', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1209/0/10601209/images/property-10601209-19078356_sd.jpg
409,"Fourways, Sunninghill and Lonehill",1 Bed Apartment in Craigavon,"43331 Cedar Lofts, 1724 Willow Ave",R 950 000,"['Listing number\nT4701027', 'Property type\nApartment', 'Erf size\n4.6 ha', 'Floor size\n85 m²', 'Rates and taxes\nR 684', 'Levies\nR 2 200']","['Bedrooms\n1', 'Bathrooms\n1', 'Lounges\n1', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1268/3/10507268/images/property-10507268-23557927_dhd.jpg
410,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Broadacres,"Ab Groveacres, 31 Lombardy Street",R 950 000,"['Listing number\nT4681608', 'Property type\nApartment', 'Erf size\n77 m²', 'Floor size\n77 m²', 'Rates and taxes\nR 814', 'Levies\nR 2 545']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n1', 'Open Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/432/37/10474432/images/property-10474432-66871059_sd.jpg
411,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Fourways,"20a Riverside Lodge, 19 Waterford Estate",R 950 000,"['Listing number\nT4646743', 'Property type\nApartment', 'Erf size\n1 417 m²', 'Floor size\n88 m²', 'Rates and taxes\nR 508', 'Levies\nR 3 026']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/297/8/10416297/images/property-10416297-28600219_dhd.jpg
412,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Lonehill,"44 Matumi Sands, 5 The Straight Avenue",R 950 000,"['Listing number\nT4622951', 'Property type\nApartment', 'Erf size\n119 m²', 'Floor size\n119 m²', 'Levies\nR 4 000']","['Bedrooms\n2', 'Bathrooms\n2', 'Dining Areas\n1', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/1952/37/10375952/images/property-10375952-75613745_dhd.jpg
413,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Beverley,"1 Soho Lofts, 10 Soho Lane",R 950 000,"['Listing number\nT4514889', 'Property type\nApartment', 'Floor size\n61 m²', 'Rates and taxes\nR 650', 'Levies\nR 1 300']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/1253/1/10203253/images/property-10203253-46335634_sd.jpg
414,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Dainfern,"332 The Paddocks, 3437 William Nicol",R 950 000,"['Listing number\nT4343117', 'Property type\nApartment', 'Floor size\n65 m²', 'Rates and taxes\nR 696', 'Levies\nR 2 243']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Garages\n1', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1284/2/9905284/images/property-9905284-60598450_dhd.jpg
415,"Fourways, Sunninghill and Lonehill",3 Bed Apartment in Witkoppen,"101 The Algarve, 20 Mount Fletcher Street",R 950 000,"['Listing number\nT4316068', 'Property type\nApartment', 'Floor size\n94 m²', 'Rates and taxes\nR 498', 'Levies\nR 3 454']","['Bedrooms\n3', 'Bathrooms\n2', 'Lounges\n2', 'Garages\n1', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/515/27/9854515/images/property-9854515-11021418_sd.jpg
416,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Sunninghill,"2x Turkana, 2 Lotsani Rd",R 950 000,"['Listing number\nT4258517', 'Property type\nApartment', 'Floor size\n98 m²', 'Rates and taxes\nR 800', 'Levies\nR 2 880']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n2', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/763/24/9748763/images/property-9748763-70133163_dhd.jpg
417,"Fourways, Sunninghill and Lonehill",2 Bed Apartment in Fourways,"4501 The Paddocks, 2055 Broadacres Drive,Fourways",R 959 500,"['Listing number\nT4755283', 'Property type\nApartment', 'Erf size\n2.6 ha', 'Floor size\n66 m²', 'Rates and taxes\nR 318', 'Levies\nR 2 023']","['Bedrooms\n2', 'Bathrooms\n1', 'En-suite\n1', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/1210/0/10601210/images/property-10601210-38635366_sd.jpg
