,suburb,propert_desc,address,price,property_details,property_features,image
282,Rosebank and Parktown,2 Bed Apartment in Melrose Arch,"311 40 On Oak, 70 Atholl Oaklands Road",R 3 300 000,"['Listing number\nT4165703', 'Property type\nApartment', 'Floor size\n115 m²', 'Rates and taxes\nR 2 736', 'Levies\nR 5 700']","['Bedrooms\n2', 'Bathrooms\n2.5', 'En-suite\n2', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/259/35/9570259/images/property-9570259-94485251_dhd.jpg
283,Rosebank and Parktown,2 Bed House in Parkhurst,53 19th Street,R 3 350 000,"['Listing number\nT4712209', 'Property type\nHouse', 'Erf size\n496 m²', 'Floor size\n250 m²', 'Rates and taxes\nR 2 000']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n3']",https://helium.privateproperty.co.za/live-za-images/property/1142/13/10527142/images/property-10527142-9466119_dhd.jpg
284,Rosebank and Parktown,2 Bed Apartment in Rosebank,"411 The Tyrwhitt, 20 Tyrwhitt Avenue",R 3 364 900,"['Listing number\nT3547580', 'Property type\nApartment', 'Erf size\n83 m²', 'Floor size\n83 m²', 'Rates and taxes\nR 2 331', 'Levies\nR 2 746']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/885/32/8364885/images/property-8364885-82679685_dhd.jpg
285,Rosebank and Parktown,2 Bed Apartment in Rosebank,"810 The Median, 23 Cradock Avenue",R 3 375 000,"['Listing number\nT4629397', 'Property type\nApartment', 'Erf size\n67 m²', 'Floor size\n67 m²', 'Rates and taxes\nR 2 339', 'Levies\nR 3 273']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/1866/48/10097866/images/property-10097866-91502079_dhd.jpg
286,Rosebank and Parktown,2 Bed Apartment in Rosebank,"810a The Median, 23 Cradock Avenue",R 3 375 000,"['Listing number\nT4146553', 'Property type\nApartment', 'Erf size\n68 m²', 'Floor size\n67.5 m²', 'Rates and taxes\nR 2 173', 'Levies\nR 2 479']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/686/18/9536686/images/property-9536686-80453871_dhd.jpg
287,Rosebank and Parktown,4 Bed House in Norwood,12 Frances Road,R 3 399 000,"['Listing number\nT4754971', 'Property type\nHouse', 'Erf size\n570 m²', 'Rates and taxes\nR 1 834']","['Bedrooms\n4', 'Bathrooms\n3', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/671/0/10600671/images/property-10600671-71938025_dhd.jpg
288,Rosebank and Parktown,2 Bed House in Forest Town,6 Alyth Road,R 3 400 000,"['Listing number\nT4263261', 'Property type\nHouse', 'Erf size\n1 040 m²', 'Rates and taxes\nR 3 400']","['Bedrooms\n2', 'Bathrooms\n2.5', 'En-suite\n2', 'Lounges\n3']",https://helium.privateproperty.co.za/live-za-images/property/1883/28/9757883/images/property-9757883-16748964_dhd.jpg
289,Rosebank and Parktown,2 Bed Apartment in Craighall Park,54 Buckingham Avenue,R 3 490 000,"['Listing number\nT4355108', 'Property type\nApartment', 'Erf size\n185 m²', 'Floor size\n185 m²', 'Rates and taxes\nR 2 650', 'Levies\nR 4 000']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/1924/12/9925924/images/property-9925924-3012084_dhd.jpg
290,Rosebank and Parktown,3 Bed Apartment in Rosebank,39 Sturdee Avenue,R 3 495 000,"['Listing number\nT4761136', 'Property type\nApartment', 'Floor size\n143 m²', 'Rates and taxes\nR 1 893', 'Levies\nR 3 120']","['Bedrooms\n3', 'Bathrooms\n2.5', 'En-suite\n1', 'Lounges\n1', 'Dining Areas\n1', 'Open Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/1112/5/10611112/images/property-10611112-41823817_dhd.jpg
291,Rosebank and Parktown,4 Bed House in Westcliff,95 Jan Smuts Avenue,R 3 495 000,"['Listing number\nT4684896', 'Property type\nHouse', 'Erf size\n1 800 m²', 'Rates and taxes\nR 4 652']","['Bedrooms\n4', 'Bathrooms\n2.5', 'En-suite\n1', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2', 'Open Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/1924/39/10479924/images/property-10479924-32126035_dhd.jpg
292,Rosebank and Parktown,3 Bed House in Parkhurst,10 19th Street,R 3 495 000,"['Listing number\nT4503625', 'Property type\nHouse', 'Erf size\n495 m²', 'Rates and taxes\nR 2 496']","['Bedrooms\n3', 'Bathrooms\n3', 'En-suite\n3', 'Garages\n1']",https://helium.privateproperty.co.za/live-za-images/property/1111/42/10185111/images/property-10185111-51766693_dhd.jpg
293,Rosebank and Parktown,3 Bed House in Craighall Park,1 Roxburghe Avenue,R 3 499 000,"['Listing number\nT4726739', 'Property type\nHouse', 'Erf size\n1 983 m²', 'Rates and taxes\nR 3 380']","['Bedrooms\n3', 'Bathrooms\n3', 'En-suite\n1', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n1', 'Open Parkings\n5']",https://helium.privateproperty.co.za/live-za-images/property/92/26/10552092/images/property-10552092-16729180_dhd.jpg
294,Rosebank and Parktown,3 Bed Apartment in Birdhaven,"108 Aston Villa, 51 St Andrew Street",R 3 499 000,"['Listing number\nT4617396', 'Property type\nApartment', 'Floor size\n201 m²', 'Rates and taxes\nR 2 430', 'Levies\nR 8 548']","['Bedrooms\n3', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n3']",https://helium.privateproperty.co.za/live-za-images/property/572/33/10366572/images/property-10366572-9292808_dhd.jpg
295,Rosebank and Parktown,3 Bed Cluster in Craighall,"5 Rosewood, 40 Alexandra Ave",R 3 500 000,"['Listing number\nT4804883', 'Property type\nCluster', 'Erf size\n355 m²', 'Rates and taxes\nR 2 327', 'Levies\nR 3 850']","['Bedrooms\n3', 'Bathrooms\n2', 'Lounges\n2', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/757/42/10684757/images/property-10684757-23988706_dhd.jpg
296,Rosebank and Parktown,4 Bed House in Oaklands,29 1st Avenue,R 3 500 000,"['Listing number\nT4572159', 'Property type\nHouse', 'Erf size\n1 746 m²', 'Rates and taxes\nR 3 302']","['Bedrooms\n4', 'Bathrooms\n4', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/1567/46/10293567/images/property-10293567-88404178_dhd.jpg
297,Rosebank and Parktown,2 Bed House in Westcliff,61a Jan Smuts Avenue,R 3 500 000,"['Listing number\nT4138112', 'Property type\nHouse', 'Erf size\n1 568 m²', 'Rates and taxes\nR 2 480']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n2', 'Lounges\n2', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/149/11/9522149/images/property-9522149-19123905_dhd.jpg
298,Rosebank and Parktown,2 Bed Apartment in Rosebank,"711 The Tyrwhitt, 20 Tyrwhitt Avenue",R 3 518 900,"['Listing number\nT4128492', 'Property type\nApartment', 'Erf size\n83 m²', 'Floor size\n83 m²', 'Rates and taxes\nR 2 448', 'Levies\nR 2 746']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/1122/2/9505122/images/property-9505122-30330833_dhd.jpg
299,Rosebank and Parktown,2 Bed Apartment in Rosebank,"110 The Tyrwhitt, 20 Tyrwhitt Avenue",R 3 518 900,"['Listing number\nT3910069', 'Property type\nApartment', 'Erf size\n92 m²', 'Floor size\n92 m²', 'Rates and taxes\nR 2 300', 'Levies\nR 2 200']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/1408/47/9095408/images/property-9095408-94911523_dhd.jpg
300,Rosebank and Parktown,2 Bed Apartment in Rosebank,"709 The Tyrwhitt, 20 Tyrwhitt Avenue",R 3 518 900,"['Listing number\nT3791776', 'Property type\nApartment', 'Erf size\n83 m²', 'Floor size\n83 m²', 'Rates and taxes\nR 2 448', 'Levies\nR 2 746']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/1623/27/8855623/images/property-8855623-16022404_dhd.jpg
301,Rosebank and Parktown,2 Bed Apartment in Rosebank,"806 The Tyrwhitt, 20 Tyrwhitt Avenue",R 3 518 900,"['Listing number\nT3782551', 'Property type\nApartment', 'Erf size\n80 m²', 'Floor size\n80 m²', 'Rates and taxes\nR 2 360', 'Levies\nR 2 500']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/1673/17/8835673/images/property-8835673-38036267_dhd.jpg
302,Rosebank and Parktown,2 Bed Apartment in Rosebank,"210 The Tyrwhitt, 20 Tyrwhitt Avenue",R 3 584 900,"['Listing number\nT3846380', 'Property type\nApartment', 'Erf size\n92 m²', 'Floor size\n92 m²', 'Rates and taxes\nR 2 498', 'Levies\nR 3 014']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/178/33/8966178/images/property-8966178-12942626_dhd.jpg
303,Rosebank and Parktown,4 Bed House in Oaklands,2 Meyer Street,R 3 595 000,"['Listing number\nT4525123', 'Property type\nHouse', 'Erf size\n1 500 m²', 'Rates and taxes\nR 2 812']","['Bedrooms\n4', 'Bathrooms\n2.5', 'Lounges\n3', 'Dining Areas\n1', 'Garages\n3']",https://helium.privateproperty.co.za/live-za-images/property/1378/9/10219378/images/property-10219378-33743784_dhd.jpg
304,Rosebank and Parktown,3 Bed House in Parkhurst,67 17th,R 3 599 000,"['Listing number\nT4712443', 'Property type\nHouse', 'Erf size\n497 m²', 'Rates and taxes\nR 2 421']","['Bedrooms\n3', 'Bathrooms\n2', 'En-suite\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1536/13/10527536/images/property-10527536-23315986_dhd.jpg
305,Rosebank and Parktown,3 Bed House in Highlands North,9 Rathmines Road,R 3 599 000,"['Listing number\nT4502193', 'Property type\nHouse', 'Erf size\n1 032 m²', 'Rates and taxes\nR 1 600']","['Bedrooms\n3', 'Bathrooms\n3', 'En-suite\n2', 'Lounges\n3', 'Garages\n4']",https://helium.privateproperty.co.za/live-za-images/property/675/41/10182675/images/property-10182675-87282593_dhd.jpg
306,Rosebank and Parktown,2 Bed Apartment in Dunkeld,"12 One Hyde Park, 4 Hurlingham Road",R 3 600 000,"['Listing number\nT4692143', 'Property type\nApartment', 'Erf size\n5 845 m²', 'Floor size\n114 m²', 'Rates and taxes\nR 2 600', 'Levies\nR 4 400']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n1', 'Dining Areas\n1', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1954/45/10491954/images/property-10491954-68356429_dhd.jpg
307,Rosebank and Parktown,2 Bed Apartment in Rosebank,"A2 The Tyrwhitt, Tyrwhitt Avenue",R 3 628 000,"['Listing number\nT4403412', 'Property type\nApartment', 'Erf size\n3 713 m²', 'Floor size\n83 m²', 'Levies\nR 2 541']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1908/7/10015908/images/property-10015908-39974604_dhd.jpg
308,Rosebank and Parktown,3 Bed Apartment in Houghton Estate,"26 Tree Tops, 13 13th Street",R 3 630 000,"['Listing number\nT4704706', 'Property type\nApartment', 'Erf size\n143 m²', 'Floor size\n143 m²', 'Rates and taxes\nR 1 818', 'Levies\nR 4 120']","['Bedrooms\n3', 'Bathrooms\n2', 'En-suite\n1', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1858/6/10513858/images/property-10513858-93227756_dhd.jpg
309,Rosebank and Parktown,2 Bed Apartment in Rosebank,"A3 The Tyrwhitt, Tyrwhitt Avenue",R 3 716 000,"['Listing number\nT4403436', 'Property type\nApartment', 'Erf size\n3 713 m²', 'Floor size\n80 m²', 'Levies\nR 2 480']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1951/7/10015951/images/property-10015951-81923276_dhd.jpg
310,Rosebank and Parktown,2 Bed Apartment in Rosebank,"1109 The Median, 23 Cradock Avenue",R 3 730 000,"['Listing number\nT4477110', 'Property type\nApartment', 'Erf size\n74 m²', 'Floor size\n74 m²', 'Rates and taxes\nR 2 609', 'Levies\nR 3 561']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/800/21/10142800/images/property-10142800-53810558_dhd.jpg
311,Rosebank and Parktown,2 Bed Apartment in Rosebank,"A1 The Tyrwhitt, Tyrwhitt Avenue",R 3 782 900,"['Listing number\nT4403387', 'Property type\nApartment', 'Floor size\n92 m²', 'Levies\nR 2 785']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n2', 'Lounges\n3', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1856/7/10015856/images/property-10015856-88120970_dhd.jpg
312,Rosebank and Parktown,2 Bed Apartment in Rosebank,"510 The Tyrwhitt, 20 Tyrwhitt Avenue",R 3 782 900,"['Listing number\nT4119484', 'Property type\nApartment', 'Erf size\n92 m²', 'Floor size\n92 m²', 'Rates and taxes\nR 2 552', 'Levies\nR 2 800']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/1717/44/9489717/images/property-9489717-25760297_dhd.jpg
313,Rosebank and Parktown,2 Bed Apartment in Rosebank,"1108 The Tyrwhitt, 20 Tyrwhitt Avenue",R 3 793 900,"['Listing number\nT3778859', 'Property type\nApartment', 'Erf size\n83 m²', 'Floor size\n83 m²', 'Rates and taxes\nR 2 657', 'Levies\nR 2 746']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/317/14/8828317/images/property-8828317-818115_dhd.jpg
314,Rosebank and Parktown,3 Bed House in Parkhurst,17 16th Street,R 3 795 000,"['Listing number\nT4677648', 'Property type\nHouse', 'Erf size\n990 m²', 'Rates and taxes\nR 2 622']","['Bedrooms\n3', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n2', 'Garages\n4']",https://helium.privateproperty.co.za/live-za-images/property/186/34/10468186/images/property-10468186-47673770_dhd.jpg
315,Rosebank and Parktown,5 Bed House in Orchards,31a High Road,R 3 799 000,"['Listing number\nT4398349', 'Property type\nHouse', 'Erf size\n904 m²', 'Rates and taxes\nR 2 410']","['Bedrooms\n5', 'Bathrooms\n5', 'Lounges\n2', 'Dining Areas\n2', 'Garages\n4']",https://helium.privateproperty.co.za/live-za-images/property/630/3/10006630/images/property-10006630-63294967_dhd.jpg
316,Rosebank and Parktown,3 Bed Townhouse in Dunkeld West,3 Pitts Street,R 3 799 999,"['Listing number\nT4646265', 'Property type\nTownhouse', 'Erf size\n179 m²', 'Rates and taxes\nR 1 792']","['Bedrooms\n3', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1425/7/10415425/images/property-10415425-46951739_dhd.jpg
317,Rosebank and Parktown,3 Bed Townhouse in Parkview,"9 Soho Lofts, 35 Lower Park Drive",R 3 850 000,"['Listing number\nT4559304', 'Property type\nTownhouse', 'Floor size\n229 m²', 'Rates and taxes\nR 2 198', 'Levies\nR 6 307']","['Bedrooms\n3', 'Bathrooms\n2.5', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1248/36/10273248/images/property-10273248-67828339_dhd.jpg
318,Rosebank and Parktown,4 Bed House in Parktown,4 Pallinghurst Road,R 3 850 000,"['Listing number\nT4513825', 'Property type\nHouse', 'Erf size\n349 m²', 'Floor size\n349 m²', 'Rates and taxes\nR 2 681', 'Levies\nR 500']","['Bedrooms\n4', 'Bathrooms\n3', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1410/0/10201410/images/property-10201410-98441552_dhd.jpg
319,Rosebank and Parktown,3 Bed House in Parkhurst,39 2nd Avenue,R 3 895 000,"['Listing number\nT4466938', 'Property type\nHouse', 'Erf size\n495 m²', 'Rates and taxes\nR 2 505']","['Bedrooms\n3', 'Bathrooms\n3', 'En-suite\n1', 'Lounges\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1239/12/10125239/images/property-10125239-7977214_dhd.jpg
320,Rosebank and Parktown,4 Bed House in Waverley,"2 Quattro Bella, 37 Argyle Street",R 3 900 000,"['Listing number\nT4485511', 'Property type\nHouse', 'Erf size\n917 m²', 'Floor size\n350 m²', 'Rates and taxes\nR 2 628', 'Levies\nR 4 200']","['Bedrooms\n4', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/516/28/10156516/images/property-10156516-19503663_dhd.jpg
321,Rosebank and Parktown,3 Bed Simplex in Craighall Park,"81 Craigtowne, 76 Marlborough Avenue",R 3 940 000,"['Listing number\nT4392980', 'Property type\nSimplex', 'Erf size\n4 ha', 'Floor size\n126 m²', 'Rates and taxes\nR 2 184', 'Levies\nR 3 455']","['Bedrooms\n3', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/628/48/9996628/images/property-9996628-41825806_dhd.jpg
322,Rosebank and Parktown,3 Bed House in Parktown North,16 2nd Avenue,R 3 950 000,"['Listing number\nT4535847', 'Property type\nHouse', 'Erf size\n1 141 m²', 'Rates and taxes\nR 3 150']","['Bedrooms\n3', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n4', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/48/18/10236048/images/property-10236048-84772844_dhd.jpg
323,Rosebank and Parktown,5 Bed House in Waverley,22a Burn Street,R 3 950 000,"['Listing number\nT4364907', 'Property type\nHouse', 'Erf size\n2 676 m²', 'Rates and taxes\nR 3 058']","['Bedrooms\n5', 'Bathrooms\n4', 'Lounges\n2', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1754/21/9943754/images/property-9943754-31928428_dhd.jpg
324,Rosebank and Parktown,2 Bed Apartment in Rosebank,"116 The Tyrwhitt, 20 Tyrwhitt Avenue",R 3 958 900,"['Listing number\nT4542184', 'Property type\nApartment', 'Erf size\n107 m²', 'Floor size\n107 m²', 'Rates and taxes\nR 2 783', 'Levies\nR 3 550']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/72/33/10166072/images/property-10166072-67408751_dhd.jpg
325,Rosebank and Parktown,3 Bed Cluster in Dunkeld,"1 Dunkeld Mews, 31 Bompass",R 3 999 000,"['Listing number\nT4629776', 'Property type\nCluster', 'Floor size\n203 m²', 'Rates and taxes\nR 1 500', 'Levies\nR 3 500']","['Bedrooms\n3', 'Bathrooms\n3.5', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1909/43/10387909/images/property-10387909-29251540_dhd.jpg
326,Rosebank and Parktown,3 Bed House in Parkhurst,2 21st,R 4 000 000,"['Listing number\nT4784264', 'Property type\nHouse', 'Erf size\n872 m²', 'Rates and taxes\nR 2 572']","['Bedrooms\n3', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/99/25/10650099/images/property-10650099-55272504_dhd.jpg
327,Rosebank and Parktown,4 Bed House in Waverley,6 Knox Street,R 4 100 000,"['Listing number\nT4635527', 'Property type\nHouse', 'Erf size\n2 974 m²', 'Rates and taxes\nR 2 645']","['Bedrooms\n4', 'Bathrooms\n4', 'Lounges\n3', 'Dining Areas\n1', 'Garages\n3']",https://helium.privateproperty.co.za/live-za-images/property/1503/48/10397503/images/property-10397503-42549411_dhd.jpg
328,Rosebank and Parktown,2 Bed Penthouse in Houghton Estate,"510 The Paramount Houghton, 1 8th Street The Paramount Houghton",R 4 185 000,"['Listing number\nT3774859', 'Property type\nPenthouse', 'Erf size\n134 m²', 'Floor size\n86 m²', 'Rates and taxes\nR 2 920', 'Levies\nR 3 268']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n2', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/456/9/8818456/images/property-8818456-33215357_dhd.jpg
329,Rosebank and Parktown,4 Bed House in Orchards,"Orchards, 7 Garden Road",R 4 199 999,"['Listing number\nT3618519', 'Property type\nHouse', 'Erf size\n1 487 m²', 'Floor size\n320 m²', 'Rates and taxes\nR 2 030']","['Bedrooms\n4', 'Bathrooms\n5', 'En-suite\n1', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2', 'Open Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1745/49/8499745/images/property-8499745-34750092_sd.jpg
330,Rosebank and Parktown,5 Bed House in Highlands North,86 4th Avenue,R 4 200 000,"['Listing number\nT4741189', 'Property type\nHouse', 'Erf size\n1 000 m²', 'Rates and taxes\nR 1 879']","['Bedrooms\n5', 'Bathrooms\n4.5', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/751/38/10576751/images/property-10576751-60712045_dhd.jpg
331,Rosebank and Parktown,3 Bed Simplex in Craighall Park,"26 Craigtowne, 76 Marlborough Avenue",R 4 250 000,"['Listing number\nT4338965', 'Property type\nSimplex', 'Erf size\n4 ha', 'Floor size\n122 m²', 'Rates and taxes\nR 2 019', 'Levies\nR 3 935']","['Bedrooms\n3', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1800/48/9897800/images/property-9897800-71337689_dhd.jpg
332,Rosebank and Parktown,3 Bed Cluster in Dunkeld,"6 Dunkeld Mews, 31 Bompass",R 4 299 000,"['Listing number\nT4547348', 'Property type\nCluster', 'Floor size\n203 m²', 'Rates and taxes\nR 1 500', 'Levies\nR 3 500']","['Bedrooms\n3', 'Bathrooms\n3.5', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/158/27/10254158/images/property-10254158-96536012_sd.jpg
333,Rosebank and Parktown,2 Bed Apartment in Houghton Estate,"501 The Paramount, 3 8th Street",R 4 300 000,"['Listing number\nT4586114', 'Property type\nApartment', 'Floor size\n134 m²', 'Rates and taxes\nR 3 100', 'Levies\nR 2 500']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n2', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/1874/7/10315874/images/property-10315874-8648631_dhd.jpg
334,Rosebank and Parktown,3 Bed Townhouse in Dunkeld West,"4 Beau Vallon, 3 Pitts Street",R 4 300 000,"['Listing number\nT4172742', 'Property type\nTownhouse', 'Floor size\n255 m²', 'Rates and taxes\nR 3 829', 'Levies\nR 7 099']","['Bedrooms\n3', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/595/41/9582595/images/property-9582595-48263850_dhd.jpg
335,Rosebank and Parktown,4 Bed House in Waverley,48 Burn Street,R 4 350 000,"['Listing number\nT4103976', 'Property type\nHouse', 'Erf size\n1 945 m²', 'Rates and taxes\nR 3 315']","['Bedrooms\n4', 'Bathrooms\n3', 'Lounges\n2', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/414/31/9462414/images/property-9462414-41377175_dhd.jpg
336,Rosebank and Parktown,3 Bed House in Parkview,56 Lurgan Road,R 4 490 000,"['Listing number\nT4797332', 'Property type\nHouse', 'Erf size\n1 020 m²', 'Rates and taxes\nR 2 718']","['Bedrooms\n3', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n3', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/277/36/10672277/images/property-10672277-76659237_dhd.jpg
337,Rosebank and Parktown,3 Bed Apartment in Dunkeld West,"11 Coho, 18 North Road",R 4 500 000,"['Listing number\nT4794611', 'Property type\nApartment', 'Floor size\n265 m²', 'Rates and taxes\nR 4 800', 'Levies\nR 6 982']","['Bedrooms\n3', 'Bathrooms\n3.5', 'En-suite\n3', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2', 'Open Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/1570/33/10667570/images/property-10667570-64869671_dhd.jpg
338,Rosebank and Parktown,4 Bed House in Orchards,13 Orchard Road,R 4 500 000,"['Listing number\nT3594948', 'Property type\nHouse', 'Erf size\n532 m²', 'Rates and taxes\nR 2 589']","['Bedrooms\n4', 'Bathrooms\n3.5', 'Lounges\n2', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/656/28/8456656/images/property-8456656-74615191_dhd.jpg
339,Rosebank and Parktown,2 Bed Penthouse in Houghton Estate,"505 The Paramount Houghton, 1 8th Street The Paramount Houghton",R 4 530 000,"['Listing number\nT3479970', 'Property type\nPenthouse', 'Floor size\n106 m²', 'Rates and taxes\nR 3 170', 'Levies\nR 4 826']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n2', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n2', 'Storeys\n2']",https://helium.privateproperty.co.za/live-za-images/property/487/3/8206487/images/property-8206487-17911259_sd.jpg
340,Rosebank and Parktown,4 Bed House in Forest Town,27 New Forest Road,R 4 600 000,"['Listing number\nT4394145', 'Property type\nHouse', 'Erf size\n993 m²', 'Rates and taxes\nR 2 900']","['Bedrooms\n4', 'Bathrooms\n3', 'En-suite\n2', 'Lounges\n3', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/805/49/9998805/images/property-9998805-14597599_dhd.jpg
341,Rosebank and Parktown,3 Bed Apartment in Rosebank,"615 The Tyrwhitt, 20 Tyrwhitt Avenue",R 4 651 900,"['Listing number\nT4100824', 'Property type\nApartment', 'Erf size\n105 m²', 'Floor size\n105 m²', 'Rates and taxes\nR 3 310', 'Levies\nR 3 516']","['Bedrooms\n3', 'Bathrooms\n2', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/1005/28/9457005/images/property-9457005-90908209_dhd.jpg
342,Rosebank and Parktown,3 Bed House in Melrose North,"5 Kernick Place, 25 Kernick Avenue",R 4 850 000,"['Listing number\nT4701844', 'Property type\nHouse', 'Erf size\n428 m²', 'Rates and taxes\nR 3 540']","['Bedrooms\n3', 'Bathrooms\n3.5', 'Lounges\n2', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/821/4/10508821/images/property-10508821-31673718_dhd.jpg
