,suburb,propert_desc,address,price,property_details,property_features,image
1192,Rosebank and Parktown,2 Bed House in Forest Town,,R 3 500 000,"['Listing number\nT4538087', 'Property type\nHouse', 'Floor size\n240 m²', 'Rates and taxes\nR 1 482', 'Levies\nR 2 873']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1', 'Storeys\n3']",https://helium.privateproperty.co.za/live-za-images/property/1338/19/10239338/images/property-10239338-15725726_dhd.jpg
1193,Rosebank and Parktown,3 Bed House in Houghton Estate,,R 3 500 000,"['Listing number\nT4523063', 'Property type\nHouse', 'Erf size\n1 222 m²', 'Floor size\n350 m²', 'Rates and taxes\nR 2 083']","['Bedrooms\n3', 'Bathrooms\n2', 'Lounges\n4', 'Covered Parkings\n3']",https://helium.privateproperty.co.za/live-za-images/property/78/8/10216078/images/property-10216078-99539876_sd.jpg
1194,Rosebank and Parktown,3 Bed Cluster in Houghton Estate,,R 3 500 000,"['Listing number\nT3349191', 'Property type\nCluster', 'Erf size\n153 m²', 'Floor size\n190 m²', 'Rates and taxes\nR 1 500', 'Levies\nR 4 100']","['Bedrooms\n3', 'Bathrooms\n3.5', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1600/12/7925600/images/property-7925600-45413691_sd.jpg
1195,Rosebank and Parktown,2 Bed Townhouse in Forest Town,,R 3 500 000,"['Listing number\nT4449229', 'Property type\nTownhouse', 'Floor size\n282 m²', 'Rates and taxes\nR 1 481', 'Levies\nR 2 832']","['Bedrooms\n2', 'Bathrooms\n1', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/780/46/10092780/images/property-10092780-25641953_dhd.jpg
1196,Rosebank and Parktown,3 Bed Townhouse in Houghton Estate,,R 3 500 000,"['Listing number\nT3322114', 'Property type\nTownhouse', 'Floor size\n153 m²', 'Rates and taxes\nR 1 800', 'Levies\nR 4 120']","['Bedrooms\n3', 'Bathrooms\n2.5', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1996/29/7859996/images/property-7859996-34758215_dhd.jpg
1197,Rosebank and Parktown,2 Bed Apartment in Rosebank,,R 3 518 900,"['Listing number\nT3179405', 'Property type\nApartment', 'Erf size\n80 m²', 'Floor size\n80 m²', 'Rates and taxes\nR 2 448', 'Levies\nR 2 679']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/1843/24/7549843/images/property-7549843-86695760_dhd.jpg
1198,Rosebank and Parktown,2 Bed Apartment in Houghton Estate,,R 3 525 000,"['Listing number\nT4528248', 'Property type\nApartment', 'Erf size\n97 m²', 'Floor size\n97 m²', 'Rates and taxes\nR 2 125', 'Levies\nR 9 000']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n2']",https://helium.privateproperty.co.za/live-za-images/property/199/12/10224199/images/property-10224199-67409980_dhd.jpg
1199,Rosebank and Parktown,2 Bed Apartment in Houghton Estate,,R 3 550 000,"['Listing number\nT4420393', 'Property type\nApartment', 'Floor size\n150 m²', 'Rates and taxes\nR 4 000', 'Levies\nR 6 000']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/576/22/10044576/images/property-10044576-15081033_sd.jpg
1200,Rosebank and Parktown,2 Bed Apartment in Rosebank,,R 3 570 000,"['Listing number\nT4769352', 'Property type\nApartment', 'Erf size\n71 m²', 'Rates and taxes\nR 2 487', 'Levies\nR 3 513']","['Bedrooms\n2', 'Bathrooms\n21', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/721/12/10624721/images/property-10624721-68265147_dhd.jpg
1201,Rosebank and Parktown,4 Bed House in Houghton Estate,,R 3 590 000,"['Listing number\nT4112914', 'Property type\nHouse', 'Erf size\n3 275 m²', 'Rates and taxes\nR 3 465']","['Bedrooms\n4', 'Bathrooms\n2', 'Lounges\n2', 'Dining Areas\n1', 'Garages\n3']",https://helium.privateproperty.co.za/live-za-images/property/651/39/9478651/images/property-9478651-69708630_sd.jpg
1202,Rosebank and Parktown,3 Bed House in Houghton Estate,,R 3 599 000,"['Listing number\nT4519287', 'Property type\nHouse', 'Floor size\n190 m²', 'Rates and taxes\nR 1 500', 'Levies\nR 3 500']","['Bedrooms\n3', 'Bathrooms\n3.5', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/206/5/10210206/images/property-10210206-4929337_dhd.jpg
1203,Rosebank and Parktown,4 Bed House in Parkwood,,R 3 600 000,"['Listing number\nT4771234', 'Property type\nHouse', 'Erf size\n1 003 m²', 'Floor size\n321 m²', 'Rates and taxes\nR 2 410']","['Bedrooms\n4', 'Bathrooms\n3', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1844/13/10627844/images/property-10627844-98016512_dhd.jpg
1204,Rosebank and Parktown,4 Bed House in Norwood,,R 3 600 000,"['Listing number\nT4662655', 'Property type\nHouse', 'Erf size\n495 m²', 'Rates and taxes\nR 1 500']","['Bedrooms\n4', 'Bathrooms\n4', 'En-suite\n2', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n3', 'Covered Parkings\n3', 'Storeys\n2']",https://helium.privateproperty.co.za/live-za-images/property/1025/21/10443025/images/property-10443025-68150552_dhd.jpg
1205,Rosebank and Parktown,2 Bed Apartment in Melrose Arch,,R 3 600 000,"['Listing number\nT3768599', 'Property type\nApartment', 'Floor size\n122 m²', 'Rates and taxes\nR 3 372', 'Levies\nR 4 520']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n2', 'Dining Areas\n1', 'Garages\n1']",https://helium.privateproperty.co.za/live-za-images/property/1299/2/8805299/images/property-8805299-83026119_sd.jpg
1206,Rosebank and Parktown,4 Bed House in Highlands North,,R 3 600 000,"['Listing number\nT4410897', 'Property type\nHouse', 'Erf size\n743 m²', 'Rates and taxes\nR 1 327']","['Bedrooms\n4', 'Bathrooms\n4.5', 'En-suite\n4', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n4']",https://helium.privateproperty.co.za/live-za-images/property/697/14/10028697/images/property-10028697-37831271_dhd.jpg
1207,Rosebank and Parktown,2 Bed Apartment in Melrose Arch,,R 3 605 000,"['Listing number\nT4165739', 'Property type\nApartment', 'Floor size\n122 m²', 'Rates and taxes\nR 3 300', 'Levies\nR 6 000']","['Bedrooms\n2', 'Bathrooms\n2.5', 'En-suite\n2', 'Lounges\n2']",https://helium.privateproperty.co.za/live-za-images/property/294/35/9570294/images/property-9570294-44495961_dhd.jpg
1208,Rosebank and Parktown,3 Bed House in Parkview,,R 3 650 000,"['Listing number\nT4780184', 'Property type\nHouse', 'Erf size\n1 479 m²', 'Rates and taxes\nR 3 177']","['Bedrooms\n3', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n2', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1115/21/10643115/images/property-10643115-81911721_dhd.jpg
1209,Rosebank and Parktown,4 Bed House in Parkview,,R 3 650 000,"['Listing number\nT4668177', 'Property type\nHouse', 'Erf size\n1 477 m²', 'Rates and taxes\nR 3 017']","['Bedrooms\n4', 'Bathrooms\n3', 'En-suite\n2', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2', 'Storeys\n1']",https://helium.privateproperty.co.za/live-za-images/property/424/26/10452424/images/property-10452424-97670548_dhd.jpg
1210,Rosebank and Parktown,2 Bed Apartment in Melrose Arch,,R 3 650 000,"['Listing number\nT4428440', 'Property type\nApartment', 'Floor size\n82 m²', 'Rates and taxes\nR 2 644', 'Levies\nR 3 936']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n2', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/65/29/10058065/images/property-10058065-36308582_dhd.jpg
1211,Rosebank and Parktown,3 Bed House in Parkwood,,R 3 650 000,"['Listing number\nT4336064', 'Property type\nHouse', 'Erf size\n1 003 m²', 'Floor size\n350 m²', 'Rates and taxes\nR 2 901']","['Bedrooms\n3', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n2', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/572/46/9892572/images/property-9892572-89098284_dhd.jpg
1212,Rosebank and Parktown,3 Bed House in Parkhurst,,R 3 695 000,"['Listing number\nT4774460', 'Property type\nHouse', 'Erf size\n495 m²', 'Floor size\n220 m²', 'Rates and taxes\nR 2 284']","['Bedrooms\n3', 'Bathrooms\n2', 'Lounges\n2', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/1396/16/10633396/images/property-10633396-72687573_dhd.jpg
1213,Rosebank and Parktown,2 Bed Apartment in Rosebank,,R 3 695 000,"['Listing number\nT4749380', 'Property type\nApartment', 'Floor size\n128 m²', 'Rates and taxes\nR 3 790', 'Levies\nR 6 841']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1050/45/10591050/images/property-10591050-93109765_dhd.jpg
1214,Rosebank and Parktown,2 Bed Apartment in Abbotsford,,R 3 699 000,"['Listing number\nT4593785', 'Property type\nApartment', 'Floor size\n214 m²', 'Rates and taxes\nR 3 244', 'Levies\nR 5 694']","['Bedrooms\n2', 'Bathrooms\n2.5', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/815/14/10328815/images/property-10328815-45461999_dhd.jpg
1215,Rosebank and Parktown,2 Bed Apartment in Abbotsford,,R 3 699 000,"['Listing number\nT4480966', 'Property type\nApartment', 'Floor size\n214 m²', 'Rates and taxes\nR 3 244', 'Levies\nR 5 694']","['Bedrooms\n2', 'Bathrooms\n2.5', 'Lounges\n3', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1121/24/10149121/images/property-10149121-13376514_dhd.jpg
1216,Rosebank and Parktown,5 Bed House in Parkwood,,R 3 700 000,"['Listing number\nT4726392', 'Property type\nHouse', 'Erf size\n1 825 m²', 'Floor size\n400 m²', 'Rates and taxes\nR 3 426']","['Bedrooms\n5', 'Bathrooms\n3', 'Lounges\n1', 'Covered Parkings\n17']",https://helium.privateproperty.co.za/live-za-images/property/1528/25/10551528/images/property-10551528-8839233_dhd.jpg
1217,Rosebank and Parktown,4 Bed House in Parkwood,,R 3 700 000,"['Listing number\nT3721596', 'Property type\nHouse', 'Erf size\n1 819 m²', 'Rates and taxes\nR 2 783']","['Bedrooms\n4', 'Bathrooms\n2.5', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/1152/3/8707152/images/property-8707152-11398797_dhd.jpg
1218,Rosebank and Parktown,2 Bed Apartment in Rosebank,,R 3 716 900,"['Listing number\nT4452068', 'Property type\nApartment', 'Erf size\n80 m²', 'Floor size\n80 m²', 'Rates and taxes\nR 2 599', 'Levies\nR 2 679']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/1765/48/10097765/images/property-10097765-27346557_dhd.jpg
1219,Rosebank and Parktown,4 Bed House in Parkhurst,,R 3 750 000,"['Listing number\nT4794177', 'Property type\nHouse', 'Erf size\n495 m²', 'Rates and taxes\nR 2 118']","['Bedrooms\n4', 'Bathrooms\n4', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/797/33/10666797/images/property-10666797-32795361_dhd.jpg
1220,Rosebank and Parktown,3 Bed Duplex in Dunkeld West,,R 3 750 000,"['Listing number\nT4570651', 'Property type\nDuplex', 'Erf size\n255 m²', 'Floor size\n5 715 m²', 'Rates and taxes\nR 4 100']","['Bedrooms\n3', 'Bathrooms\n2.5', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1092/45/10291092/images/property-10291092-76601075_dhd.jpg
1221,Rosebank and Parktown,3 Bed Townhouse in Riviera,,R 3 750 000,"['Listing number\nT3536332', 'Property type\nTownhouse', 'Floor size\n237 m²', 'Rates and taxes\nR 2 560', 'Levies\nR 6 600']","['Bedrooms\n3', 'Bathrooms\n2.5', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/811/18/8336811/images/property-8336811-84534797_sd.jpg
1222,Rosebank and Parktown,4 Bed Apartment in Killarney,,R 3 795 000,"['Listing number\nT4739953', 'Property type\nApartment', 'Erf size\n1 416 m²', 'Floor size\n246 m²', 'Rates and taxes\nR 2 190', 'Levies\nR 3 582']","['Bedrooms\n4', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/716/37/10574716/images/property-10574716-30564832_dhd.jpg
1223,Rosebank and Parktown,3 Bed Townhouse in Rosebank,,R 3 799 000,"['Listing number\nT3768306', 'Property type\nTownhouse', 'Floor size\n152 m²', 'Rates and taxes\nR 2 829', 'Levies\nR 5 435']","['Bedrooms\n3', 'Bathrooms\n3.5', 'Lounges\n2', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/983/2/8804983/images/property-8804983-12542656_dhd.jpg
1224,Rosebank and Parktown,2 Bed Apartment in Melrose Arch,,R 3 800 000,"['Listing number\nT4165726', 'Property type\nApartment', 'Floor size\n73 m²', 'Levies\nR 3 212']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n2', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/272/35/9570272/images/property-9570272-68691922_dhd.jpg
1225,Rosebank and Parktown,2 Bed Apartment in Melrose Arch,,R 3 800 000,"['Listing number\nT4165714', 'Property type\nApartment', 'Floor size\n83 m²', 'Levies\nR 3 650']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n2', 'Lounges\n2']",https://helium.privateproperty.co.za/live-za-images/property/271/35/9570271/images/property-9570271-24583725_dhd.jpg
1226,Rosebank and Parktown,2 Bed Apartment in Melrose Arch,,R 3 800 000,"['Listing number\nT4788342', 'Property type\nApartment', 'Floor size\n122 m²', 'Rates and taxes\nR 2 200', 'Levies\nR 6 520']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n2', 'Lounges\n2']",https://helium.privateproperty.co.za/live-za-images/property/962/28/10656962/images/property-10656962-27272180_dhd.jpg
1227,Rosebank and Parktown,3 Bed Penthouse in Melrose North,,R 3 800 000,"['Listing number\nT4752519', 'Property type\nPenthouse', 'Floor size\n242 m²', 'Rates and taxes\nR 2 500']","['Bedrooms\n3', 'Bathrooms\n2.5', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/295/48/10596295/images/property-10596295-11086026_sd.jpg
1228,Rosebank and Parktown,2 Bed Apartment in Melrose Arch,,R 3 800 000,"['Listing number\nT2437508', 'Property type\nApartment', 'Floor size\n157 m²', 'Levies\nR 3 543']","['Bedrooms\n2', 'Bathrooms\n2.5', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/378/27/5954378/images/property-5954378-86511230_dhd.jpg
1229,Rosebank and Parktown,3 Bed Townhouse in Craighall Park,,R 3 850 000,"['Listing number\nT4685818', 'Property type\nTownhouse', 'Floor size\n212 m²', 'Rates and taxes\nR 2 622', 'Levies\nR 3 945']","['Bedrooms\n3', 'Bathrooms\n3.5', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1430/40/10481430/images/property-10481430-58342922_dhd.jpg
1230,Rosebank and Parktown,4 Bed House in Parkhurst,,R 3 850 000,"['Listing number\nT4720039', 'Property type\nHouse', 'Erf size\n495 m²', 'Rates and taxes\nR 2 280']","['Bedrooms\n4', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/541/20/10540541/images/property-10540541-23817868_dhd.jpg
1231,Rosebank and Parktown,4 Bed House in Parkhurst,,R 3 850 000,"['Listing number\nT4618909', 'Property type\nHouse', 'Erf size\n495 m²', 'Floor size\n380 m²', 'Rates and taxes\nR 2 784']","['Bedrooms\n4', 'Bathrooms\n4', 'Lounges\n3', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1084/34/10369084/images/property-10369084-37143835_dhd.jpg
1232,Rosebank and Parktown,4 Bed House in Norwood,,R 3 850 000,"['Listing number\nT3904570', 'Property type\nHouse', 'Erf size\n567 m²', 'Rates and taxes\nR 2 000']","['Bedrooms\n4', 'Bathrooms\n3', 'Lounges\n3', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/748/42/9084748/images/property-9084748-32772087_dhd.jpg
1233,Rosebank and Parktown,3 Bed House in Parktown North,,R 3 890 000,"['Listing number\nT4660435', 'Property type\nHouse', 'Erf size\n1 125 m²', 'Rates and taxes\nR 3 531']","['Bedrooms\n3', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n3', 'Garages\n6']",https://helium.privateproperty.co.za/live-za-images/property/1068/19/10439068/images/property-10439068-30700492_dhd.jpg
1234,Rosebank and Parktown,3 Bed House in Parktown,,R 3 900 000,"['Listing number\nT4784261', 'Property type\nHouse', 'Erf size\n1 807 m²', 'Rates and taxes\nR 4 239']","['Bedrooms\n3', 'Bathrooms\n2.5', 'Lounges\n3', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/94/25/10650094/images/property-10650094-65836526_sd.jpg
1235,Rosebank and Parktown,3 Bed Apartment in Melrose North,,R 3 900 000,"['Listing number\nT2225920', 'Property type\nApartment', 'Floor size\n260 m²', 'Rates and taxes\nR 754', 'Levies\nR 6 536']","['Bedrooms\n3', 'Bathrooms\n2.5', 'Lounges\n2', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/105/19/5538105/images/property-5538105-28191118_dhd.jpg
1236,Rosebank and Parktown,3 Bed Apartment in Melrose North,,R 3 900 000,"['Listing number\nT3745380', 'Property type\nApartment', 'Erf size\n8 000 m²', 'Floor size\n242 m²', 'Rates and taxes\nR 2 040', 'Levies\nR 8 500']","['Bedrooms\n3', 'Bathrooms\n2.5', 'Dining Areas\n1', 'Garages\n2', 'Open Parkings\n2', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/1449/27/8755449/images/property-8755449-87889298_dhd.jpg
1237,Rosebank and Parktown,4 Bed House in Houghton Estate,,R 3 900 000,"['Listing number\nT4640763', 'Property type\nHouse', 'Erf size\n1 694 m²', 'Rates and taxes\nR 3 807']","['Bedrooms\n4', 'Bathrooms\n2', 'Garages\n2', 'Covered Parkings\n1']",https://helium.privateproperty.co.za/live-za-images/property/217/3/10406217/images/property-10406217-32613872_dhd.jpg
1238,Rosebank and Parktown,4 Bed Townhouse in Waverley,,R 3 900 000,"['Listing number\nT4631216', 'Property type\nTownhouse', 'Erf size\n350 m²', 'Floor size\n917 m²', 'Rates and taxes\nR 2 650', 'Levies\nR 4 200']","['Bedrooms\n4', 'Bathrooms\n3', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/147/45/10390147/images/property-10390147-3332875_dhd.jpg
1239,Rosebank and Parktown,2 Bed Apartment in Melrose Arch,,R 3 900 000,"['Listing number\nT4599136', 'Property type\nApartment', 'Floor size\n83 m²', 'Rates and taxes\nR 2 874', 'Levies\nR 4 470']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1']",https://helium.privateproperty.co.za/live-za-images/property/1465/18/10337465/images/property-10337465-86383872_dhd.jpg
1240,Rosebank and Parktown,2 Bed Apartment in Melrose,,R 3 900 000,"['Listing number\nT3768380', 'Property type\nApartment', 'Floor size\n156 m²', 'Levies\nR 5 186']","['Bedrooms\n2', 'Bathrooms\n2.5', 'Lounges\n2', 'Dining Areas\n1', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/1172/2/8805172/images/property-8805172-60269977_dhd.jpg
1241,Rosebank and Parktown,3 Bed Apartment in Abbotsford,,R 3 900 000,"['Listing number\nT3801303', 'Property type\nApartment', 'Floor size\n236 m²', 'Rates and taxes\nR 2 691', 'Levies\nR 4 600']","['Bedrooms\n3', 'Bathrooms\n3.5', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1946/36/8873946/images/property-8873946-89632827_dhd.jpg
1242,Rosebank and Parktown,4 Bed House in Craighall Park,,R 3 900 000,"['Listing number\nT4161339', 'Property type\nHouse', 'Erf size\n1 000 m²', 'Rates and taxes\nR 3 343']","['Bedrooms\n4', 'Bathrooms\n2.5', 'Lounges\n2', 'Dining Areas\n1', 'Garages\n3']",https://helium.privateproperty.co.za/live-za-images/property/278/31/9562278/images/property-9562278-32825113_dhd.jpg
1243,Rosebank and Parktown,3 Bed Townhouse in Craighall Park,,R 3 940 000,"['Listing number\nT4408078', 'Property type\nTownhouse', 'Erf size\n4 ha', 'Floor size\n122 m²', 'Levies\nR 3 626']","['Bedrooms\n3', 'Bathrooms\n2', 'Lounges\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1754/11/10023754/images/property-10023754-758805_dhd.jpg
1244,Rosebank and Parktown,4 Bed Apartment in Craighall,,R 3 949 000,"['Listing number\nT4582495', 'Property type\nApartment', 'Floor size\n167 m²', 'Rates and taxes\nR 2 292', 'Levies\nR 7 000']","['Bedrooms\n4', 'Bathrooms\n4.5', 'En-suite\n4', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2', 'Storeys\n1']",https://helium.privateproperty.co.za/live-za-images/property/1862/4/10309862/images/property-10309862-64665803_dhd.jpg
1245,Rosebank and Parktown,2 Bed Apartment in Melrose Arch,,R 3 950 000,"['Listing number\nT4165751', 'Property type\nApartment', 'Floor size\n113 m²', 'Rates and taxes\nR 2 708', 'Levies\nR 4 437']","['Bedrooms\n2', 'Bathrooms\n2', 'En-suite\n1', 'Lounges\n1']",https://helium.privateproperty.co.za/live-za-images/property/282/35/9570282/images/property-9570282-89718607_dhd.jpg
1246,Rosebank and Parktown,2 Bed Apartment in Melrose Arch,,R 3 950 000,"['Listing number\nT3895898', 'Property type\nApartment', 'Floor size\n113 m²', 'Rates and taxes\nR 2 708', 'Levies\nR 4 437']","['Bedrooms\n2', 'Bathrooms\n2', 'Lounges\n1', 'Dining Areas\n1', 'Covered Parkings\n2']",https://helium.privateproperty.co.za/live-za-images/property/288/33/9066288/images/property-9066288-6503302_dhd.jpg
1247,Rosebank and Parktown,4 Bed Cluster in Parktown North,,R 3 950 000,"['Listing number\nT4716100', 'Property type\nCluster', 'Floor size\n266 m²', 'Rates and taxes\nR 3 000']","['Bedrooms\n4', 'Bathrooms\n3.5', 'En-suite\n2', 'Lounges\n2', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1775/16/10533775/images/property-10533775-75273923_dhd.jpg
1248,Rosebank and Parktown,4 Bed House in Craighall Park,,R 3 950 000,"['Listing number\nT4709053', 'Property type\nHouse', 'Erf size\n1 298 m²', 'Rates and taxes\nR 2 265']","['Bedrooms\n4', 'Bathrooms\n3', 'En-suite\n2', 'Lounges\n3', 'Garages\n4']",https://helium.privateproperty.co.za/live-za-images/property/1322/10/10521322/images/property-10521322-47072765_dhd.jpg
1249,Rosebank and Parktown,3 Bed House in Parktown North,,R 3 950 000,"['Listing number\nT4565275', 'Property type\nHouse', 'Erf size\n890 m²', 'Floor size\n340 m²', 'Rates and taxes\nR 3 179']","['Bedrooms\n3', 'Bathrooms\n2', 'Lounges\n2', 'Dining Areas\n2']",https://helium.privateproperty.co.za/live-za-images/property/758/41/10282758/images/property-10282758-91513152_dhd.jpg
1250,Rosebank and Parktown,3 Bed House in Parkhurst,,R 3 950 000,"['Listing number\nT4545519', 'Property type\nHouse', 'Erf size\n498 m²', 'Rates and taxes\nR 2 798']","['Bedrooms\n3', 'Bathrooms\n3.5', 'En-suite\n3', 'Lounges\n3', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1247/25/10251247/images/property-10251247-44896121_dhd.jpg
1251,Rosebank and Parktown,3 Bed Apartment in Houghton Estate,,R 3 950 000,"['Listing number\nT4529696', 'Property type\nApartment', 'Erf size\n359 m²', 'Floor size\n359 m²', 'Rates and taxes\nR 3 628', 'Levies\nR 7 861']","['Bedrooms\n3', 'Bathrooms\n2', 'En-suite\n1']",https://helium.privateproperty.co.za/live-za-images/property/449/13/10226449/images/property-10226449-87813509_dhd.jpg
1252,Rosebank and Parktown,3 Bed House in Craighall Park,,R 3 950 000,"['Listing number\nT4420049', 'Property type\nHouse', 'Erf size\n495 m²', 'Rates and taxes\nR 4 189']","['Bedrooms\n3', 'Bathrooms\n3.5', 'Lounges\n2', 'Dining Areas\n1', 'Garages\n3']",https://helium.privateproperty.co.za/live-za-images/property/29/22/10044029/images/property-10044029-94314141_dhd.jpg
1253,Rosebank and Parktown,3 Bed House in Craighall,,R 3 950 000,"['Listing number\nT3861099', 'Property type\nHouse', 'Erf size\n335 m²', 'Floor size\n250 m²', 'Rates and taxes\nR 2 390', 'Levies\nR 1 800']","['Bedrooms\n3', 'Bathrooms\n4', 'En-suite\n3', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1914/47/8995914/images/property-8995914-65399722_dhd.jpg
1254,Rosebank and Parktown,4 Bed House in Parkhurst,,R 3 990 000,"['Listing number\nT4676424', 'Property type\nHouse', 'Erf size\n495 m²', 'Rates and taxes\nR 2 246']","['Bedrooms\n4', 'Bathrooms\n3', 'Lounges\n2', 'Dining Areas\n1', 'Garages\n3']",https://helium.privateproperty.co.za/live-za-images/property/79/33/10466079/images/property-10466079-10182280_dhd.jpg
1255,Rosebank and Parktown,4 Bed House in Parkhurst,,R 3 990 000,"['Listing number\nT4474963', 'Property type\nHouse', 'Erf size\n495 m²', 'Rates and taxes\nR 3 593']","['Bedrooms\n4', 'Bathrooms\n3', 'En-suite\n2', 'Lounges\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/1258/19/10139258/images/property-10139258-24502206_dhd.jpg
1256,Rosebank and Parktown,3 Bed Apartment in Melrose North,,R 3 995 000,"['Listing number\nT4690999', 'Property type\nApartment', 'Floor size\n206 m²', 'Rates and taxes\nR 3 445', 'Levies\nR 5 091']","['Bedrooms\n3', 'Bathrooms\n3.5', 'Lounges\n1', 'Dining Areas\n1', 'Garages\n2']",https://helium.privateproperty.co.za/live-za-images/property/4/45/10490004/images/property-10490004-32796023_dhd.jpg
1257,Rosebank and Parktown,3 Bed Townhouse in Melrose North,,R 3 999 000,"['Listing number\nT4778711', 'Property type\nTownhouse', 'Floor size\n325 m²', 'Rates and taxes\nR 4 187', 'Levies\nR 7 718']","['Bedrooms\n3', 'Bathrooms\n2.5', 'Lounges\n3', 'Dining Areas\n1', 'Garages\n1']",https://helium.privateproperty.co.za/live-za-images/property/845/20/10640845/images/property-10640845-540269_dhd.jpg
